APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,DUMNOCHQ,BALCHQ,DUMNOSAV,BALSAV,TOTDEP,DUMNOLOAN,BALLOAN,DUMNOLOC,BALLOC,DUMNOMRGG,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CHNMSERV,CHNMPRD,valsegm,NINDINC1,numrr1,avginc1,avginv1
N,24124,40,0,0,V6X1N9,1,0,0,0,1,0,4.8525,1,0,0,41509.635,1,0,0,0,0.666666667,0,0,0.166666667,0,0,2.9,1,0,C,1050,440,25471.42857,2905.970149
Y,24127,33,1,0,V5X1S9,1,1,0,3979.8,0,906.4191667,6691.531667,1,0,1,0,1,0,0,0,2.833333333,2.75,8.833333333,8.333333333,1.166666667,0,4,0,3,D,1300,140,21555.38462,2484.057971
Y,24133,48,1,0,V3S7L2,1,1,0,836.0258333,0,6475.344167,23266.90917,1,0,1,0,1,0,0,0,0.083333333,3.5,21.16666667,4.25,7.583333333,0,4,0,0,D,950,380,33321.05263,1772.727273
N,24134,28,0,1,V3K2M7,1,1,0,316.0858333,1,0,1284.1175,1,0,1,0,1,0,0,0,0.666666667,11.66666667,21.75,0,0,0,2.9,-1,-1,D,550,220,30627.27273,2020
N,24145,24,1,0,V2X5E4,1,1,0,969.875,0,286.5883333,1316.850833,1,0,1,0,1,0,0,0,0.416666667,6.25,35,0.083333333,0,0,3,0,0,D,720,230,31766.66667,2544.827586
N,24147,33,1,0,V6K1C6,1,1,0,4110.324167,1,0,4110.411667,1,0,1,0,1,0,0,0,1.333333333,2,14.33333333,1.416666667,2.25,0,2,0,0,D,700,380,41470,6927.5
N,24153,59,1,0,V3V2K9,1,1,0,20.45,0,292.7916667,493.5091667,1,0,1,0,1,0,0,0,0.5,5.416666667,7.25,0,5.75,0,3,0,0,E,490,170,29048.97959,2278.947368
Y,24155,43,0,1,V5C1N9,1,1,0,115537.275,1,0,226339.6075,1,0,1,0,1,0,0,0,2,8.083333333,13,4.416666667,1,0,3,0,8,C,640,300,39315.625,4418.181818
Y,24156,29,0,1,V2V5S6,1,0,0,1679.66,0,2460.2425,2565.053333,0,13450.6075,0,0,0,173108.22,1,1,2.416666667,8.583333333,18.33333333,1.333333333,0,0,3.6,2,5,D,710,190,26678.87324,975
N,24169,50,0,1,V3W0V4,1,0,0,2164,1,0,2214.6825,1,0,1,0,1,0,0,0,0.25,2.916666667,9.666666667,1.166666667,5.583333333,0,2,0,0,D,1060,230,18967.92453,1858.823529
Y,24170,20,1,0,V3W0V4,1,0,0,145.0583333,0,3842.07,4038.500833,1,0,1,0,1,0,0,0,0.583333333,2.083333333,5.916666667,0.166666667,0.25,0,3,0,0,D,1060,230,18967.92453,1858.823529
N,24187,37,0,1,V5R2E2,1,0,0,85.51416667,1,0,148.4591667,1,0,0,7856.146667,0,194304.7717,0,0,0.416666667,18.41666667,43.5,4.666666667,0,0,4,0,0,B,520,220,24117.30769,2909.375
N,24188,25,1,0,V6X3E9,1,1,0,1582.856667,1,0,1634.394167,0,4592.293333,1,0,1,0,0,0,1.333333333,1.083333333,10.16666667,1.083333333,3.916666667,0,3,0,0,D,800,320,25660,1971.794872
Y,24191,51,0,1,V5R4V7,1,0,0,3126.470833,0,1.9575,9852.990833,0,20120.9575,0,2810.965,0,272492.3346,0,0,12.33333333,4.5,3,1.833333333,0.166666667,0,5.9,0,-1,A,900,380,23246.66667,1690.909091
N,24195,23,1,0,V4E2N3,0,0,0,33.65333333,1,0,42.28166667,1,0,1,0,1,0,0,0,0.083333333,0.5,0.666666667,0,0,0,0.8,-2,-1,E,620,270,41672.58065,5410.416667
Y,24201,24,1,0,V6Y2X9,1,0,1,0,0,38.85833333,91.72333333,0,14333.47833,1,0,1,0,0,0,2.083333333,0.083333333,0.166666667,0,0,0,3,0,0,C,1100,490,28643.63636,2847.619048
N,24219,56,1,0,V5C2V2,1,0,1,0,0,15.995,29.46583333,1,0,1,0,1,0,0,0,3.583333333,5.166666667,8.416666667,0,0,0,2.2,-1,-1,E,970,480,27364.94845,3107.594937
N,24220,47,1,0,V6R1V8,0,0,0,76.855,0,368.5258333,496.0733333,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,E,580,280,35306.89655,3420
Y,24223,44,0,1,V7E1M8,1,0,0,804.8616667,1,0,868.1141667,1,0,0,22.2925,0,185887.1075,0,0,1.666666667,0.833333333,0,0.333333333,0,0,4,0,0,C,710,310,33802.8169,3292.307692
Y,24234,30,0,1,V5R4G8,1,1,0,6492.926667,1,0,6544.329167,1,0,1,0,1,0,0,0,2.083333333,0,4.416666667,2.5,0,0,2,0,0,D,140,60,21371.42857,983.3333333
N,24252,24,1,0,V5T2K8,1,0,0,2368.026667,1,0,2421.401667,1,0,1,0,1,0,0,0,4.75,10.25,13.75,0,0,0,2,0,0,D,690,290,24537.68116,2120
N,24255,38,0,1,V5T3E5,1,1,0,171.0658333,1,0,237.1541667,1,0,1,0,1,0,0,0,0.75,17.91666667,16.33333333,4.333333333,0,0,2,0,1,E,400,180,29327.5,5231.578947
N,24261,37,0,1,V3W0K7,1,0,0,0.366666667,0,8275.033333,9513.671667,1,0,0,0.200833333,1,0,0,0,2.166666667,0,0,0,0,0,4.2,0,0,D,1610,440,21022.36025,1292.592593
N,24262,56,1,0,V8P4K2,1,0,0,3613.0225,0,4689.344167,16224.42,1,0,0,267.7158333,0,193368.3867,0,1,22.5,2.416666667,37.91666667,6.166666667,0,0,5.6,1,4,D,510,200,27535.29412,3361.538462
Y,24267,39,1,0,V5V4R3,1,0,0,2000.505,0,93.60333333,2047.306667,1,0,1,0,1,0,0,0,0.583333333,6.666666667,15.58333333,4.75,0,0,1.6,1,1,D,730,300,24320.54794,2857.894737
Y,24274,40,0,1,V5M3Z4,1,0,0,3.6,0,0.09,56.5275,1,0,0,345.9908333,1,0,0,0,0.5,0.583333333,1.083333333,1.083333333,0.75,0,4,0,0,E,490,230,26928.57143,2430
N,24279,35,0,1,V6R2X6,1,1,0,872.2941667,0,1062.093333,13022.84333,0,14721.45,0,0,1,0,0,0,0.916666667,10.58333333,21.75,3.25,5.166666667,0,4.5,1,2,D,570,260,48482.45614,5173.809524
N,24285,68,0,1,V3G1M4,0,0,0,1.666666667,1,0,99301.605,1,0,1,0,1,0,0,0,0.333333333,0,0,0,0,0,2.6,-1,-3,E,9350,3630,33861.06952,3897.393365
Y,24291,44,0,1,V2V3K7,1,0,0,885.3666667,1,0,2706.305833,0,6612.331667,1,0,1,0,0,0,1.25,25.66666667,45.5,0.916666667,11,0,3.7,0,1,D,760,250,25177.63158,1719.230769
N,24293,25,0,1,V3C1A3,1,1,0,847.0266667,0,152.5833333,1204.6125,1,0,1,0,0,151267.3442,0,0,0.416666667,22.83333333,44.16666667,3.75,7.75,0,4,0,-1,B,570,260,34456.14035,1330
Y,24300,33,0,1,V5Y1S5,1,1,0,3354.409167,0,5957.2425,19495.855,1,0,0,6463.645,1,0,1,0,1.916666667,4.25,27.25,4.833333333,6.166666667,0,4,0,0,D,640,300,37010.9375,2517.391304
N,24317,27,1,0,V4B5L2,1,0,0,693.0008333,0,517.7483333,1261.491667,1,0,0,195.5041667,1,0,0,0,0.166666667,11.66666667,20.33333333,3.666666667,11.58333333,0,4,0,0,D,500,210,37176,5394.285714
N,24322,53,0,1,V3C4M8,1,1,0,1855.285,0,1642.985,9696.2625,1,0,0,5129.2675,1,0,1,0,2.666666667,8.166666667,2.666666667,0.083333333,0,0,3.6,2,2,D,700,300,36565.71429,2550
N,24329,47,0,1,V4N5G3,1,0,0,310.3541667,1,0,368.6491667,1,0,1,0,0,183048.2775,0,0,0.083333333,3.916666667,0.166666667,0,0,0,3,0,0,A,840,290,26688.09524,2090.909091
Y,24339,40,0,1,V5H2Y8,1,0,1,0,0,3753.1225,7178.8125,1,0,1,0,1,0,0,0,4.25,5.916666667,16.66666667,0,0,0,2.7,1,2,D,1130,350,21189.38053,1531.111111
Y,24344,56,0,1,V5A1B7,1,1,0,1497.0025,1,0,2075.608333,0,8925.8825,1,0,1,0,0,0,2,16.08333333,25.75,1.333333333,0,0,3.7,-1,-1,D,570,220,33008.77193,5544.444444
Y,24346,24,0,1,V7K1K2,1,0,0,907.7858333,1,0,958.4683333,1,0,1,0,1,0,0,0,4.916666667,1.75,8.416666667,2,2.166666667,0,2,0,0,D,910,400,36412.08791,3458.333333
Y,24349,38,1,0,V6H1J1,1,1,0,11805.32,0,1302.134167,13158.13667,1,0,0,16312.56,1,0,1,0,0.416666667,1.5,3.916666667,2.5,2,0,3.4,1,2,D,560,320,47542.85714,4634.615385
N,24350,36,0,1,V6J2B1,1,0,0,770.0425,1,0,820.725,1,0,1,0,1,0,0,0,0,7.583333333,25.16666667,1.166666667,7.25,0,2,0,0,E,560,270,40701.78571,5403.703704
N,24353,54,1,0,V7W3A7,0,0,0,0,1,0,67.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E,470,210,89261.70213,25777.55102
N,24354,28,1,0,V3V2W1,1,0,0,136.4683333,0,382.9683333,541.9291667,1,0,0,91.18583333,1,0,0,0,0.083333333,0,0.166666667,0,0,0,4,0,0,D,380,140,24336.84211,2287.5
Y,24356,39,0,1,V6Z2P8,1,1,0,1553.278333,0,1155.139167,2799.7125,1,0,0,27818.1625,0,517521.8773,1,0,3.5,3.916666667,6.75,0.166666667,0.666666667,0,4.3,1,2,A,520,270,57000,10285
Y,24357,56,0,1,V4E2A9,1,0,0,14894.36083,1,0,44861.875,1,0,0,1874.635833,0,121500,0,1,1.083333333,0.083333333,3.25,5,0,0,3.7,0,-1,C,770,300,30057.14286,2431.707317
N,24358,36,0,1,V3B8B8,1,1,0,1934.933333,1,0,19160.05333,1,0,0,0,1,0,0,0,0.75,5.916666667,32.91666667,2.333333333,3.333333333,0,4,0,2,D,15390,6110,31391.423,1901.615509
N,24371,32,1,0,V6Z2W5,1,0,0,1334.098333,0,4393.586667,5782.37,1,0,1,0,1,0,0,0,0,10.91666667,14.08333333,1.666666667,2.5,0,3,0,0,D,450,260,60002.22222,8144.736842
Y,24372,35,0,1,V7N2V7,1,1,0,398.1575,0,557.995,820.8366667,1,0,1,0,1,0,0,0,0.416666667,18.75,18.5,1,0,0,2.8,1,1,E,420,210,52307.14286,7742.424242
Y,24375,56,0,1,V6J1J2,1,0,0,6268.666667,1,0,6321.524167,1,0,1,0,0,57611.32583,0,0,2,10.5,0,2,4.25,0,3,0,0,C,690,330,36242.02899,2139.285714
Y,24381,46,0,1,V5A4B1,1,1,0,3661.485,1,0,3712.1675,1,0,1,0,1,0,0,0,3.166666667,5.5,17.83333333,4.083333333,0.75,0,2,0,0,D,920,380,32379.34783,1550
Y,24393,41,0,1,V7A4V2,1,1,0,1346.74,1,0,1489.42,1,0,0,14999.655,0,271881.1183,0,0,0.25,9.333333333,17.58333333,5.833333333,0,0,4,0,0,A,650,280,28104.61539,3681.632653
Y,24396,42,1,0,V5P3V1,1,0,1,0,0,2075.293333,4667.65,1,0,1,0,1,0,0,0,2.416666667,0.833333333,6.5,0,0,0,3,0,-1,D,910,390,23417.58242,2988.135593
Y,24407,44,0,1,V3C2E5,1,1,0,6280.655,0,0,6390.1375,0,5710.860833,0,13591.8775,0,283542.99,0,0,2.166666667,9.916666667,38.16666667,5.75,0,0,6,0,1,A,580,260,35750,3696.428571
N,24408,40,1,0,V6H1B4,1,1,0,2548.419167,1,0,2599.709167,1,0,1,0,1,0,0,0,7.666666667,11.75,43.25,14.41666667,20.41666667,0,2,0,0,D,770,410,39877.92208,5752.272727
Y,24410,33,1,0,V5N3T9,1,1,0,3793.571818,0,1339.243333,19106.62833,1,0,0,26.3375,0,233147.6363,1,1,1.5,2.083333333,1.333333333,0.25,5.083333333,0,5.3,0,1,D,890,350,23059.55056,2669.387755
Y,24413,30,0,1,V5M1C7,1,0,0,537.0675,1,0,637.1633333,1,0,1,0,1,0,0,0,2.5,6.25,0.333333333,0.75,0,0,2,0,0,D,790,360,25839.24051,3603.846154
Y,24419,31,1,0,V3V6M7,0,0,0,2118.1925,1,0,2177.395,1,0,0,0,0,129973.5042,0,0,1.416666667,0,0,0.083333333,0,0,4,0,0,C,1100,300,21688.18182,1253.846154
Y,24422,34,1,0,V5K2E7,0,0,1,0,0,5339.28,6544.095,1,0,1,0,1,0,0,0,0.75,0,0,0,0,0,3,0,0,D,1040,440,24507.69231,2857.352941
N,24439,39,1,0,V5V3C6,1,0,0,3281.4575,1,0,3332.23,1,0,1,0,1,0,0,0,3,0,0,0.083333333,0,0,2,0,0,D,710,290,24725.35211,2761.111111
N,24440,27,0,1,V5W1W2,0,0,1,0,0,5.416666667,556.0991667,1,0,1,0,1,0,0,0,1.166666667,0,0,0,0,0,3,0,0,E,900,390,27944.44444,2866.666667
Y,24449,44,0,1,V2S4W2,1,1,0,4799.6875,0,344.3375,7842.58,1,0,1,0,0,56426.9125,0,0,0.416666667,2.25,1.833333333,2,1.166666667,0,5,0,0,C,730,270,31175.34247,1469.565217
Y,24450,21,1,0,V4C5W9,1,1,0,1587.2525,0,2007.96,1790.040833,0,5011.3125,1,0,1,0,0,0,11.16666667,3.75,24.33333333,1.083333333,0,0,3,0,-1,D,630,250,31920.63492,2350
Y,24454,55,0,1,V6Z2V2,1,1,0,3355.863333,1,0,3406.778333,0,4323.044444,0,81.80888889,1,0,1,0,0.083333333,3.916666667,1.333333333,1.333333333,6.75,0,3.8,2,2,D,320,140,37868.75,3837.5
N,24469,24,0,1,V3B7W5,1,0,0,25299.69,0,11717.55417,15984.85167,1,0,1,0,1,0,0,0,0.416666667,0,0,0,0,0,2.2,1,1,E,15390,6110,31391.423,1901.615509
Y,24481,39,1,0,V4C5M8,1,1,0,827.935,1,0,878.6175,1,0,1,0,1,0,0,0,11.58333333,2.833333333,13.33333333,5.166666667,0,0,2,0,-1,D,920,350,29110.86957,1741.025641
Y,24494,48,0,1,V3W3H1,1,0,0,10625.74167,1,0,13676.42417,1,0,1,0,1,0,0,0,5.833333333,0,6.083333333,1,0,0,3,0,0,D,900,250,21795.55556,1400
N,24500,30,0,1,V3W5Z4,1,1,1,0,0,387.82,459.2316667,1,0,1,0,1,0,0,0,1.083333333,0.333333333,1,0,5.25,0,2,0,0,E,790,210,26251.89873,1564
Y,24512,49,1,0,V5W3C7,0,0,0,3604.953333,1,0,3667.163333,1,0,0,22144.86917,0,449501.4458,0,0,3,0,0,7.166666667,0,0,4,0,0,A,1090,410,25647.70642,2226
Y,24517,46,1,0,V7L2A7,1,0,0,0.016666667,0,0,376.6408333,1,0,0,98067.845,1,0,0,0,3.333333333,0,0,0.5,0.083333333,0,4,0,-1,A,580,280,37436.2069,3022.222222
N,24522,39,0,1,V6Z2S1,1,0,1,0,0,348.165,398.8475,1,0,1,0,1,0,0,0,0,0.333333333,0,0,0,0,2,0,0,E,180,90,42455.55556,4842.857143
Y,24532,39,1,0,V3H1N6,1,0,0,10.34166667,1,0,69.70916667,1,0,0,454.9183333,1,0,0,0,1.166666667,0.5,0.75,0.083333333,0,0,3,0,0,E,790,270,30322.78481,2396.296296
Y,24539,30,1,0,V3R7K8,1,0,0,939.7,1,0,990.3825,1,0,1,0,1,0,0,0,0,2.666666667,4.083333333,1.166666667,0.333333333,0,2,0,0,D,740,260,27609.45946,1971.428571
Y,24543,55,1,0,V3R7R5,1,0,0,7490.361667,1,0,7576.239167,1,0,0,0,1,0,0,0,5.25,1.5,3.333333333,8.5,0,0,3,0,0,D,880,300,27838.63636,2016.216216
N,24547,58,0,1,V5B4T4,1,1,0,4850.001667,1,0,52020.06667,1,0,0,0,1,0,0,0,0.5,2.25,3.416666667,3.25,0,0,4,0,3,D,1000,450,31652,3445
N,24548,47,1,0,V6P6A6,1,1,0,346.8358333,0,67.23916667,1006.0425,1,0,1,0,1,0,0,0,4.833333333,4.416666667,11.25,6,0,0,4,0,1,D,800,280,28825,5356.521739
N,24552,55,0,1,V5J4J4,1,0,0,10.51583333,1,0,1384.870833,1,0,0,6802.77,1,0,0,0,1.166666667,4.5,0,0,0,0,1,0,-2,D,760,350,26972.36842,2719.230769
Y,24566,35,0,1,V5S2A2,1,0,0,2508.373333,1,0,5139.168333,0,3876.295,1,0,1,0,0,0,0.666666667,9.25,22.83333333,8.833333333,6.083333333,0,2.6,-1,-2,D,510,160,23378.43137,3054.545455
Y,24572,39,0,1,V6E4M8,1,1,0,2033.588333,0,1434.559167,3612.1475,0,20222.98583,0,155.2475,0,226850.5233,0,0,0.166666667,4.833333333,36.58333333,1.916666667,3.75,0,6,0,0,A,320,170,36740.625,2400
Y,24573,56,0,1,V8Y2K1,0,0,1,0,0,14318.335,16844.58667,1,0,1,0,1,0,0,0,4.916666667,0,0,0,0,0,3,0,0,D,440,190,34413.63636,6979.069767
Y,24575,35,1,0,V3W8A6,1,0,0,4.733333333,1,0,56.20333333,0,12678.285,0,2797.2275,1,0,1,0,0.5,0,0,0.083333333,0,0,3.8,1,1,D,730,150,19941.09589,1590.322581
Y,24581,40,0,1,V5L2T9,1,0,0,560.4108333,1,0,15034.25917,0,12034.9025,0,338.5941667,1,0,0,0,0.833333333,4.75,3.583333333,0.416666667,0.083333333,0,4.8,1,5,D,810,320,29120.98765,3496.774194
Y,24585,39,1,0,V7N3B3,1,0,1,0,0,316.84,367.5225,1,0,1,0,1,0,0,0,2.583333333,4,9.583333333,0,0,0,2,0,0,E,510,240,40898.03922,6152.380952
N,24586,44,0,1,V5K4Y6,1,1,0,891.8441667,1,0,944.5966667,1,0,0,4067.125556,1,0,1,0,4.833333333,3.333333333,17.08333333,6.833333333,0,0,2.9,1,1,D,1040,440,27063.46154,1509.803922
Y,24595,52,1,0,V6K1L6,0,0,0,3777.1525,0,7668.0375,11497.8225,1,0,0,0,0,64157.83,0,0,2.666666667,0,0,9.416666667,0,0,5,0,0,B,640,340,34818.75,4593.939394
Y,24606,24,1,0,V3R5R5,1,0,0,675.425,0,6409.493333,8646.933333,1,0,1,0,1,0,0,0,3.083333333,1,1.583333333,0,0,0,4,0,0,D,490,170,27800,2158.823529
Y,24608,36,0,1,V5X3W4,1,0,0,1148.895,1,0,1199.5775,1,0,1,0,1,0,0,0,0.083333333,0.333333333,0.75,0,0,0,2,0,0,D,1150,290,22453.04348,3550.847458
Y,24610,61,0,0,V4Z1J6,1,0,0,2621.539167,1,0,2679.781667,0,29990.52333,1,0,0,182228.3983,0,0,1.583333333,0.083333333,0.75,0.666666667,0,0,4,0,0,A,1000,300,30905,5461.363636
Y,24625,36,0,1,V5N1A5,1,0,1,0,0,198.445,251.01,1,0,1,0,0,61339.92917,0,0,0.166666667,3.333333333,0.916666667,0,0,0,3,0,0,C,900,320,23858.88889,2776.31579
Y,24627,49,1,0,V5K3S4,1,1,0,7446.12,1,0,7504.99,1,0,1,0,1,0,0,0,0.583333333,0.583333333,2,0.583333333,0,0,2,0,0,D,460,210,36330.43478,5975
N,24630,23,0,1,V3V5N6,1,0,1,0,0,240.2758333,290.9583333,1,0,1,0,1,0,0,0,3.083333333,0.166666667,0.166666667,0,0,0,2,0,0,E,920,230,22284.78261,1159.090909
Y,24632,29,0,1,V3B4K4,1,0,1,0,0,3337.569167,3388.251667,1,0,1,0,1,0,0,0,3.166666667,6.666666667,1.333333333,0,0,0,2,0,0,D,610,240,29529.5082,2659.259259
N,24639,57,0,1,V5A1P6,0,0,0,114.1525,1,0,170.865,1,0,1,0,0,114291.9342,0,0,0.083333333,0,0,0,0,0,3,0,0,A,630,300,32395.2381,3488.679245
N,24643,30,1,0,V8V3C5,1,0,0,3191.7775,1,0,30825.79333,1,0,1,0,1,0,0,0,0.5,4.5,4.666666667,3.583333333,1.166666667,0,3,0,-1,D,570,230,27466.66667,4062.857143
N,24644,49,1,0,V3B2V9,1,0,0,1659.615833,0,11.64,1732.380833,1,0,1,0,1,0,0,0,3.416666667,2.5,0,0.083333333,0.25,0,3,0,0,D,850,370,30660,2325.490196
Y,24647,50,0,1,V2T5H4,1,1,0,6191.515833,1,0,6242.205833,1,0,1,0,1,0,0,0,0.083333333,6.166666667,15.83333333,2,2,0,2,0,0,D,24490,7350,24255.20621,3195.428571
Y,24648,33,1,0,V6J3W3,1,0,0,2896.4525,1,0,2947.1425,1,0,1,0,1,0,0,0,2,1.25,3.666666667,1.583333333,1.166666667,0,2,0,1,D,660,340,42278.78788,4748.387097
Y,24650,38,1,0,V5S2P2,1,1,0,4503.180833,1,0,4553.870833,1,0,1,0,1,0,0,0,0.333333333,0.083333333,2.75,3.333333333,0,0,2,0,0,D,610,260,28996.72131,4101.851852
N,24668,40,1,0,V6R1N6,1,0,0,0,1,0,0.2175,1,0,0,8769.599167,1,0,0,0,0.416666667,9,20.5,5.25,0,0,2.9,1,0,D,620,290,46235.48387,4903.125
Y,24672,35,0,1,V5J1W9,1,0,0,804.0283333,0,41.3875,909.9858333,0,1262.153333,1,0,1,0,0,0,2.416666667,7.666666667,33.91666667,4,8,0,3.7,-1,-2,D,760,350,26972.36842,2719.230769
Y,24677,32,0,1,V4C3L6,1,1,0,1242.483333,0,114.2466667,1413.66,0,34933.93167,0,0,0,120061.6692,1,0,1.833333333,9.5,77.5,5.583333333,2.583333333,0.166666667,5.5,1,0,A,870,320,27424.13793,1620.689655
Y,24680,33,0,1,V2X8H3,0,0,1,0,0,164.87,222.445,1,0,1,0,0,158189.1558,0,0,1.75,0,0,0,0,0,3,0,0,B,950,400,30807.36842,1804
Y,24683,36,0,1,V5J4Y7,1,0,0,573.235,1,0,629.28,1,0,1,0,0,305276.24,0,0,0.916666667,1.75,3.916666667,0.666666667,2.083333333,0,3,0,1,B,410,180,31860.97561,3104.166667
Y,24685,27,1,0,V5V4R9,1,0,0,9661.82,0,1949.493333,6887.449167,1,0,1,0,1,0,0,0,3.166666667,0,0,0,0,0,2.8,1,1,D,940,410,23661.70213,2684.745763
N,24690,23,0,1,V5V3T6,1,1,0,857.0708333,0,231.9155556,1081.69,1,0,1,0,1,0,0,0,1.333333333,11.58333333,9.5,1,0.916666667,0,2.9,1,1,D,790,370,28436.70886,2781.395349
Y,24692,24,1,0,V6Z1B1,1,0,0,1610.471667,0,2177.925,3113.441667,0,4165.3075,0,32.2475,1,0,0,0,0.333333333,9.666666667,11,2.25,2.916666667,0,4.8,1,1,D,340,170,35688.23529,2358.333333
Y,24700,25,1,0,V5B2Y7,1,1,0,233.865,0,178.3266667,462.8741667,1,0,1,0,1,0,0,0,0,10.75,50.25,0,0,0,3,0,0,E,710,340,29588.73239,3548.93617
Y,24701,41,0,1,V6R2S3,1,1,0,3781.525833,1,0,3832.890833,1,0,1,0,1,0,0,0,0.25,6.833333333,32.91666667,3.916666667,1.666666667,0,2,0,0,D,580,280,44860.34483,6292.105263
Y,24709,58,0,1,V6G3G4,1,1,0,3445.4025,0,50.04636364,3496.858333,1,0,1,0,0,99515.93667,0,0,1.083333333,7.416666667,29.41666667,4,11.91666667,0,3.9,1,1,C,200,110,77125,20214.28571
Y,24712,49,1,0,V2X0W2,1,0,0,11750.49833,1,0,11801.42083,1,0,1,0,1,0,0,0,0.166666667,0,0,0.333333333,0,0,2,0,0,D,740,220,33401.35135,2706.25
N,24713,33,0,1,V6R2G8,1,1,0,1925.598333,1,0,1977.443333,0,25513.99,0,215.865,1,0,1,0,0.75,8.083333333,51.83333333,3,6.916666667,0,2.2,1,0,C,470,230,64182.97872,9186.842105
Y,24720,30,1,0,V1L6J8,1,1,0,1379.810833,0,172.79,1603.283333,1,0,1,0,1,0,0,0,0.25,7.416666667,34.58333333,9.416666667,8.083333333,0,3,0,2,D,7590,2760,25981.29117,3619.589977
N,24721,23,1,0,V5X1J6,0,0,0,2523.180833,1,0,3575.903333,1,0,1,0,1,0,0,0,0.416666667,0,0,0,0,0,2.3,1,2,D,1150,290,22453.04348,3550.847458
Y,24743,35,0,1,V5N3N7,1,1,0,1565.2875,0,2368.116667,3984.086667,1,0,1,0,1,0,0,0,0.333333333,8.083333333,0.166666667,0.083333333,0,0,3,0,0,D,940,360,26831.91489,2815.384615
N,24752,21,0,1,V3R3B1,1,0,0,81.65333333,1,0,86.92333333,1,0,1,0,1,0,0,0,2.25,4.25,7.916666667,0.75,0,0,2,0,0,E,620,130,23950,3150
Y,24754,26,0,1,V5L1X8,1,0,0,437.7783333,0,9.65,944.5433333,1,0,1,0,1,0,0,0,3.416666667,18.5,14.08333333,0,0.75,0,3.2,1,1,D,800,240,21085,2443.75
Y,24757,32,1,0,V6K1G4,1,1,0,15621.64,1,0,16922.3225,1,0,1,0,1,0,0,0,0.166666667,4.5,0.5,0,0.833333333,0,2.3,0,0,D,700,340,38121.42857,3953.571429
Y,24766,37,0,1,V3W8R7,1,0,0,1397.845,0,920.85,2215.9025,1,0,1,0,1,0,0,0,7.333333333,12.41666667,65.25,1.833333333,1.5,0,3,0,1,D,1250,390,24876,2270.212766
Y,24768,35,1,0,V4C1L2,1,0,0,1364.45,1,0,1420.1425,1,0,1,0,0,168384.18,0,0,0.083333333,3.083333333,0,0,0,0,3,0,0,B,740,250,29210.81081,1408.333333
Y,24772,37,0,1,V5V3G2,1,1,0,118.2783333,1,0,171.1958333,0,35101.15667,0,298.311,1,0,1,0,1.083333333,8.75,24.5,0.416666667,2.666666667,0,4,0,1,B,700,320,32880,2709.090909
N,24773,29,0,1,V5R5R9,0,1,1,0,0,5781.1275,5831.81,1,0,1,0,1,0,0,0,2.083333333,0,0,0,0,0,2,0,0,D,790,330,24694.93671,1959.52381
Y,24777,20,0,1,V3W3K1,0,0,1,0,0,3913.338333,3964.020833,1,0,1,0,1,0,0,0,3.25,0,0,0,0,0,2,0,0,D,900,250,21795.55556,1400
N,24785,23,1,0,V3V2L6,0,0,0,28.52666667,0,0,94.56083333,1,0,1,0,1,0,0,0,0.75,0,0,0,0,0,3,0,0,E,750,250,26081.33333,1742.307692
Y,24794,33,1,0,V2T4L8,1,1,1,0,0,1181.575833,7175.025833,1,0,1,0,1,0,0,0,0.833333333,0.5,0,0,0,0,3,0,1,D,650,180,25113.84615,2654.285714
N,24802,38,0,1,V3T5M7,1,0,0,5150.036667,1,0,5243.339167,1,0,1,0,1,0,0,0,2.416666667,1.25,7.666666667,0.5,0.583333333,0,2,0,0,D,680,290,26948.52941,2704.347826
Y,24804,26,0,1,V3W6J5,1,0,0,397.6908333,0,122.0914286,1680.098333,0,35274.77,0,8926.25,1,0,0,0,4.25,12.66666667,5.666666667,0.916666667,8.5,0,3.9,-1,1,A,810,290,28144.44444,1755.555556
Y,24806,38,0,1,V6H1J4,1,0,0,52.395,1,0,109.9125,1,0,0,2446.36,1,0,0,0,0.333333333,1.166666667,0,0,0.416666667,0,3,0,0,D,580,280,35205.17241,2159.090909
N,24808,36,0,1,V5H2Y8,1,0,0,1302.57,1,0,1307.645,1,0,1,0,1,0,0,0,3.166666667,1.833333333,5.916666667,2.916666667,1.583333333,0,2,0,0,D,1130,350,21189.38053,1531.111111
Y,24810,31,0,1,V4A2G1,1,0,0,1062.703333,1,0,1119.470833,1,0,1,0,1,0,0,0,0.666666667,9.25,63,3.166666667,0,0,2,0,-1,D,610,240,50267.21312,9154.901961
N,24814,54,0,1,V3G2Y8,1,1,0,6230.425,0,4942.485,11243.7525,1,0,0,0.631666667,1,0,0,0,0.333333333,4.5,24.66666667,4.75,8.25,0,4,0,0,D,9350,3630,33861.06952,3897.393365
Y,24822,47,1,0,V5H3K6,0,0,1,0,0,104.1675,154.85,1,0,1,0,1,0,0,0,0.083333333,0,0,0,0,0,2,0,0,E,870,280,24297.70115,3603.448276
